,jobId,Industry,Departments,workType
1786,50370550,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1787,50371982,Consulting & Strategy,Analysts,Contract/Temp
1788,50376009,Information & Communication Technology,Other,Full Time
1789,50379316,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1790,50383210,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1791,50388867,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1792,50393123,Information & Communication Technology,Developers/Programmers,Full Time
1793,50393759,Consulting & Strategy,Management & Change Consulting,Full Time
1794,50393769,Consulting & Strategy,Management & Change Consulting,Full Time
1795,50394569,Information & Communication Technology,Database Development & Administration,Full Time
1796,50396702,Science & Technology,Modelling & Simulation,Contract/Temp
1797,50399710,Science & Technology,"Mathematics, Statistics & Information Sciences",Part Time
1798,50399820,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1799,50400336,Information & Communication Technology,Business/Systems Analysts,Full Time
1800,50406782,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1801,50409388,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1802,50411433,Information & Communication Technology,Other,Full Time
1803,50411496,Government & Defence,Government - Federal,Full Time
1804,50419238,Information & Communication Technology,Developers/Programmers,Full Time
1805,50432123,Consulting & Strategy,Environment & Sustainability Consulting,Full Time
1806,50434820,Information & Communication Technology,Other,Contract/Temp
1807,50436938,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1808,50444125,Information & Communication Technology,Management,Full Time
1809,50445040,Information & Communication Technology,Developers/Programmers,Full Time
1810,50445189,Information & Communication Technology,Developers/Programmers,Full Time
1811,50447749,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1812,50447880,Information & Communication Technology,Other,Contract/Temp
1813,50449684,Information & Communication Technology,Other,Full Time
1814,50456042,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1815,50459802,Insurance & Superannuation,Other,Full Time
1816,50459803,Information & Communication Technology,Business/Systems Analysts,Full Time
1817,50459804,Insurance & Superannuation,Other,Full Time
1818,50459805,Information & Communication Technology,Business/Systems Analysts,Full Time
1819,50462790,Information & Communication Technology,Consultants,Full Time
1820,50462922,Information & Communication Technology,Consultants,Full Time
1821,50464386,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1822,50465400,Information & Communication Technology,Consultants,Full Time
1823,50474728,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1824,50477038,Information & Communication Technology,Consultants,Full Time
1825,50480202,Information & Communication Technology,Engineering - Software,Full Time
1826,50482368,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1827,50483202,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1828,50488878,Government & Defence,Government - Federal,Full Time
1829,50490284,Science & Technology,Modelling & Simulation,Full Time
1830,50493158,Information & Communication Technology,Engineering - Software,Full Time
1831,50495354,Information & Communication Technology,Other,Full Time
1832,50496424,Banking & Financial Services,Analysis & Reporting,Full Time
1833,50498265,Banking & Financial Services,Other,Full Time
1834,50500820,Information & Communication Technology,Database Development & Administration,Full Time
1835,50501287,Healthcare & Medical,Pharmaceuticals & Medical Devices,Full Time
1836,50504615,Information & Communication Technology,Engineering - Software,Full Time
1837,50508401,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1838,50510410,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1839,50514565,Information & Communication Technology,Database Development & Administration,Contract/Temp
1840,50516729,Information & Communication Technology,Consultants,Contract/Temp
1841,50519045,Information & Communication Technology,Other,Full Time
1842,50525412,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1843,50525869,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1844,50525928,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1845,50526178,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1846,50526224,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1847,50526697,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1848,50527541,Information & Communication Technology,Business/Systems Analysts,Part Time
1849,50528148,Information & Communication Technology,Developers/Programmers,Full Time
1850,50529494,Consulting & Strategy,Analysts,Contract/Temp
1851,50532525,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1852,50537814,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1853,50540551,Consulting & Strategy,Analysts,Full Time
1854,50541122,Information & Communication Technology,Business/Systems Analysts,Full Time
1855,50542539,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1856,50543126,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1857,50547605,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1858,50552136,Information & Communication Technology,Engineering - Software,Full Time
1859,50556874,Information & Communication Technology,Business/Systems Analysts,Full Time
1860,50558063,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
1861,50558569,Information & Communication Technology,Architects,Contract/Temp
1862,50559132,Information & Communication Technology,Other,Full Time
1863,50560687,Information & Communication Technology,Other,Casual/Vacation
1864,50563004,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1865,50568294,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1866,50569726,Information & Communication Technology,Other,Full Time
1867,50570200,Information & Communication Technology,Other,Full Time
1868,50573251,Information & Communication Technology,Database Development & Administration,Contract/Temp
1869,50574788,Information & Communication Technology,Database Development & Administration,Contract/Temp
1870,50575940,Information & Communication Technology,Other,Contract/Temp
1871,50577370,Information & Communication Technology,Other,Contract/Temp
1872,50577937,Government & Defence,Government - Federal,Contract/Temp
1873,50578366,Information & Communication Technology,Architects,Contract/Temp
1874,50578788,Information & Communication Technology,Developers/Programmers,Contract/Temp
1875,50579350,Information & Communication Technology,Developers/Programmers,Contract/Temp
1876,50581876,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1877,50583169,Information & Communication Technology,Consultants,Contract/Temp
1878,50584022,Information & Communication Technology,Other,Full Time
1879,50586342,Government & Defence,Government - Federal,Contract/Temp
1880,50588064,Science & Technology,Modelling & Simulation,Contract/Temp
1881,50588694,Information & Communication Technology,Other,Full Time
1882,50588695,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1883,50594742,Information & Communication Technology,Other,Contract/Temp
1884,50595621,Information & Communication Technology,Database Development & Administration,Full Time
1885,50597218,Information & Communication Technology,Developers/Programmers,Contract/Temp
1886,50597858,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
1887,50607768,Banking & Financial Services,Analysis & Reporting,Full Time
1888,50612647,Information & Communication Technology,Architects,Full Time
1889,50614147,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1890,50615280,Marketing & Communications,Market Research & Analysis,Full Time
1891,50618629,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
